LotArea,OverallQual,YearRemodAdd,BsmtQual,BsmtFinSF1,TotalBsmtSF,FirststFlrSF,SecondndFlrSF,GrLivArea,GarageCars
7500,5,1963,TA,824,1040,1040,0,1040,1
8749,7,2002,Gd,0,1459,1459,0,1459,2
8800,6,1964,TA,553,1251,1251,0,1251,1
13031,6,1996,Gd,592,691,691,807,1498,2
9069,6,1992,Gd,747,936,996,0,996,2
1974,4,1973,TA,334,546,546,546,1092,1
10574,8,2006,Gd,0,1082,1082,871,1953,3
2522,7,2004,Gd,0,970,970,739,1709,2
3316,8,2005,Gd,1039,1247,1247,0,1247,2
8544,3,1950,,0,0,1040,0,1040,2
2160,7,2000,Gd,510,600,624,628,1252,2
8400,6,1950,TA,423,1181,1390,304,1694,2
9230,5,1998,TA,661,864,1200,0,1200,2
5868,5,2000,TA,248,936,936,0,936,1
9317,6,2006,Gd,24,1314,1314,0,1314,2
6882,6,2006,TA,0,684,773,582,1355,0
3696,8,1986,Gd,0,1074,1088,0,1088,2
6000,4,1950,TA,672,672,757,567,1324,1
11880,7,1978,Gd,704,1271,1601,0,1601,2
8400,2,1950,TA,290,290,438,0,438,1
9758,5,1971,TA,412,950,950,0,950,1
7000,5,2002,TA,588,1010,1134,0,1134,1
8910,6,1959,TA,655,655,1194,0,1194,2
2016,5,1970,TA,0,630,630,672,1302,2
12256,8,1995,Ex,1032,1463,1500,1122,2622,2
10357,7,1991,Gd,738,910,1442,0,1442,2
23257,7,2006,Ex,0,868,887,1134,2021,2
8063,6,2000,Gd,0,924,948,742,1690,2
11362,8,2005,Ex,1039,1836,1836,0,1836,3
8000,6,1996,Gd,219,773,773,885,1658,2
10480,7,1976,TA,403,803,1098,866,1964,2
7100,5,1957,TA,708,816,816,0,816,1
8923,5,2006,TA,643,1008,1008,0,1008,1
5400,5,2000,TA,415,833,833,0,833,1
12085,8,2007,Ex,1004,1734,1734,0,1734,3
7750,8,2002,Gd,353,408,779,640,1419,2
9764,5,2003,TA,702,894,894,0,894,2
13825,5,1987,TA,0,533,1021,580,1601,1
7560,5,1959,TA,369,1040,1040,0,1040,1
8263,6,1950,TA,0,1012,1012,0,1012,1
10084,7,2006,Gd,24,1552,1552,0,1552,3
8926,4,1956,TA,0,672,960,0,960,1
9405,5,2008,TA,0,698,698,0,698,0
9125,7,1992,Gd,0,384,812,670,1482,2
10434,4,1955,TA,0,1005,1005,0,1005,2
3684,7,2007,Gd,0,1373,1555,0,1555,3
14572,7,2004,Gd,1300,1530,1530,0,1530,3
11796,7,2005,Gd,0,847,847,1112,1959,2
7200,5,1980,Gd,936,936,936,0,936,2
7804,4,1950,TA,622,1122,1328,653,1981,2
10712,5,1992,Gd,212,974,974,0,974,0
9900,6,1950,TA,0,1008,1178,1032,2210,1
9828,8,1995,Gd,584,1128,1142,878,2020,2
8773,6,1997,Gd,0,916,916,684,1600,2
6180,6,1950,TA,0,960,986,0,986,1
9600,6,1950,TA,280,1032,1032,220,1252,1
6342,5,1996,TA,0,780,780,240,1020,0
9819,6,1977,TA,1567,1567,1567,0,1567,2
8731,5,1950,TA,645,915,1167,0,1167,2
7350,5,1951,TA,852,952,952,0,952,2
10304,5,1976,TA,381,780,1088,780,1868,2
9965,8,2007,Ex,1150,1466,1466,1362,2828,3
9000,5,1959,TA,288,1006,1006,0,1006,0
12180,4,1950,Gd,348,672,672,252,924,1
6240,5,1950,TA,0,1042,1042,534,1576,1
11200,6,1985,Gd,1258,1298,1298,0,1298,2
12000,7,1950,TA,275,704,860,704,1564,1
5700,7,1950,TA,0,572,572,539,1111,1
9000,7,1988,TA,624,650,832,650,1482,2
8280,6,1950,TA,0,932,932,0,932,1
17755,5,1959,TA,176,1466,1466,0,1466,2
14115,6,2004,TA,296,1073,1811,0,1811,2
5890,6,2007,TA,538,816,816,0,816,1
13700,7,1988,TA,454,864,902,918,1820,2
10768,5,2004,Gd,1157,1437,1437,0,1437,2
9350,5,1999,TA,633,1219,1265,0,1265,2
5001,7,2008,Gd,904,1314,1314,0,1314,2
11932,8,2008,Gd,0,1580,1580,0,1580,3
9120,6,1974,TA,442,901,943,933,1876,2
2280,6,1978,Gd,311,855,855,601,1456,2
14778,6,2006,TA,728,1296,1640,0,1640,2
8724,5,1968,Gd,492,894,894,0,894,2
12900,4,1969,Gd,1198,1198,1258,0,1258,2
16157,5,1978,Gd,680,1360,1432,0,1432,2
9541,7,2009,Gd,0,1502,1502,0,1502,2
10475,8,2008,Gd,0,1694,1694,0,1694,3
10852,6,2000,Gd,786,959,959,712,1671,2
13728,6,1986,TA,626,1127,1236,872,2108,2
35760,10,1996,Ex,1387,1930,1831,1796,3627,3
9880,6,1977,TA,522,1096,1118,0,1118,1
9120,6,1958,TA,662,1261,1261,0,1261,2
4017,7,2007,Gd,0,625,625,625,1250,2
18030,5,1994,TA,152,1598,1636,971,3086,0
16560,6,1950,Gd,503,952,1170,1175,2345,2
10678,8,2000,Gd,700,1683,2129,743,2872,2
6951,5,1985,TA,658,876,923,0,923,1
3950,6,2004,TA,468,818,818,406,1224,1
7681,5,1950,TA,0,731,820,523,1343,1
8335,5,1954,,0,0,1124,0,1124,0
11170,7,1991,Gd,1216,1216,1298,1216,2514,2
5587,8,2008,Ex,1480,1600,1652,0,1652,2
15623,10,1996,Ex,2096,2396,2411,2065,4476,3
10800,5,1950,TA,821,1120,1130,0,1130,2
35133,5,1963,TA,1159,1572,1572,0,1572,3
9738,5,1950,TA,392,784,949,272,1221,1
10615,3,1970,Fa,440,978,1014,685,1699,2
12461,8,1995,Gd,1456,1624,1624,0,1624,3
8935,7,2002,Gd,0,831,831,829,1660,2
7500,7,1999,TA,0,994,1028,776,1804,2
32463,4,1975,TA,1159,1249,1622,0,1622,4
2645,8,2000,Gd,0,776,764,677,1441,2
9600,5,1994,TA,0,702,842,630,1472,1
4500,6,1999,Ex,883,1224,1224,0,1224,2
9364,6,1969,TA,371,663,663,689,1352,1
8029,6,2005,Gd,0,728,728,728,1456,2
14054,7,2006,Gd,0,879,879,984,1863,3
8850,7,1950,TA,0,815,815,875,1690,1
9100,7,2001,Gd,0,1212,1212,0,1212,2
11235,4,1979,TA,547,1051,1382,0,1382,2
9353,4,1970,TA,0,864,864,0,864,1
10400,7,1998,Gd,0,866,866,913,1779,2
6000,5,1997,TA,0,884,884,464,1348,1
9750,7,2001,Gd,0,1630,1630,0,1630,2
10140,5,1975,Gd,788,1056,1074,0,1074,2
14684,7,1991,Gd,485,2158,2196,0,2196,3
8900,4,1966,TA,1056,1056,1056,0,1056,1
9135,6,2003,Gd,340,1682,1700,0,1700,2
7763,5,1980,TA,504,931,1283,0,1283,2
10182,8,2006,Ex,1220,1660,1660,0,1660,2
11218,6,1992,Gd,0,1055,1055,790,1845,2
12134,8,2005,Gd,427,559,1080,672,1752,2
9340,4,1950,TA,344,672,672,0,672,1
10246,4,2001,TA,648,648,960,0,960,1
10205,5,1962,TA,784,925,999,0,999,1
7094,5,1966,TA,180,894,894,0,894,1
8930,6,1978,,0,0,1318,584,1902,2
8640,8,2009,Gd,936,1300,1314,0,1314,2
6240,4,1950,,0,0,672,240,912,0
1680,6,1971,TA,0,672,672,546,1218,0
7800,5,1964,TA,312,912,912,0,912,1
8250,5,1968,TA,250,952,1211,0,1211,1
10496,6,1950,TA,196,1040,1168,678,1846,1
10680,5,1951,TA,756,2136,2136,0,2136,2
15384,7,2005,Gd,724,788,788,702,1490,2
10482,6,1958,TA,507,588,1138,0,1138,1
14598,6,2007,Gd,0,894,894,1039,1933,3
8872,5,2008,TA,595,912,912,0,912,2
8769,9,2008,Ex,1540,1702,1702,0,1702,3
7910,5,1960,TA,666,1075,1507,0,1507,1
18890,5,1977,Gd,498,1361,1361,1259,2620,2
7728,5,1962,TA,803,1106,1190,0,1190,2
9842,4,1962,,0,0,1224,0,1224,2
12160,5,1959,TA,1000,1188,1188,0,1188,2
8525,5,1950,TA,0,940,1024,940,1964,0
13132,5,1950,Gd,0,747,892,892,1784,1
2628,7,2003,Gd,0,764,764,862,1626,2
12393,7,2005,Gd,0,847,847,1101,1948,2
13072,6,2005,Gd,0,1141,1141,0,1141,2
9037,8,2006,Gd,428,1476,1484,0,1484,2
8158,7,2003,Gd,550,884,884,884,1768,2
9849,7,2007,Gd,0,1689,1689,0,1689,3
10625,7,1974,Gd,885,1053,1173,0,1173,2
13891,10,2006,Ex,1386,2076,2076,0,2076,3
11435,8,1950,Gd,0,792,792,725,1517,2
12090,6,2003,Gd,0,585,1140,728,1868,2
8125,7,2006,Gd,0,756,756,797,1553,2
12328,6,1976,TA,539,1012,1034,0,1034,3
9600,6,1950,Gd,319,735,1134,924,2058,2
7200,5,1950,TA,534,876,988,0,988,1
11160,7,1968,TA,1065,2110,2110,0,2110,2
3136,7,2003,Gd,0,1405,1405,0,1405,2
9858,5,1968,TA,510,864,874,0,874,1
17542,7,2003,TA,125,1192,1516,651,2167,2
6931,7,2004,Gd,0,746,760,896,1656,2
6240,6,1950,TA,425,884,959,408,1367,1
14303,8,1994,Gd,1314,1986,1987,0,1987,2
4060,5,1950,Fa,0,864,864,0,864,0
9587,7,2005,Gd,655,856,1166,0,1166,2
9750,6,1969,Gd,602,1054,1054,0,1054,2
24682,6,1999,Gd,0,841,892,783,1675,2
9600,5,1956,TA,504,1050,1050,0,1050,1
11250,4,1989,TA,0,1104,1104,684,1788,1
13515,6,1950,TA,0,764,1060,764,1824,2
4060,6,1999,Gd,266,1405,1337,0,1337,2
3735,7,1999,Gd,450,691,713,739,1452,2
10120,7,1950,TA,0,925,964,925,1889,1
13214,9,2009,Ex,0,2002,2018,0,2018,3
14100,8,1997,TA,192,728,1968,1479,3447,3
11344,5,1958,TA,460,874,874,650,1524,1
23595,7,1979,Gd,1258,1332,1332,192,1524,2
9156,6,1968,TA,0,1489,1489,0,1489,2
13526,5,1965,TA,560,935,935,0,935,1
11512,6,2006,TA,719,1019,1357,0,1357,1
5362,5,2003,TA,0,661,661,589,1250,2
11345,5,1950,TA,220,928,928,992,1920,2
12936,6,1972,TA,593,723,735,660,1395,2
17871,6,1976,Gd,528,1680,1724,0,1724,2
9473,8,2002,Gd,804,1128,1128,903,2031,2
7500,4,1950,TA,0,698,698,430,1128,2
9808,7,2002,Gd,788,1573,1573,0,1573,2
8049,7,1990,Gd,1053,1309,1339,0,1339,2
8800,5,2008,Gd,532,1040,1040,0,1040,2
9400,6,1971,TA,0,912,912,912,1824,0
9638,6,1990,TA,0,804,1699,748,2447,1
6000,6,1950,TA,0,780,825,587,1412,1
9790,6,1963,TA,569,1328,1328,0,1328,2
36500,5,1964,TA,812,1624,1582,0,1582,2
5664,8,2000,Gd,1158,1501,1659,0,1659,2
11065,8,2006,Gd,0,1085,1120,850,1970,3
14112,5,1964,TA,1014,1152,1152,0,1152,2
1680,5,1972,TA,231,630,630,672,1302,1
6600,5,1965,TA,0,994,1378,994,2372,1
10140,7,1976,Gd,194,832,832,832,1664,2
8172,5,1990,TA,167,864,864,0,864,2
8400,5,1968,TA,1016,1052,1052,0,1052,1
8700,5,1963,TA,776,1120,1128,0,1128,2
3675,6,2006,Gd,547,547,1072,0,1072,2
63887,10,2008,Ex,5644,6110,4692,950,5642,2
7500,5,1994,TA,340,1246,1246,0,1246,1
10762,7,1999,Gd,694,978,1005,978,1983,2
7500,6,1950,TA,547,771,753,741,1494,1
10120,8,1994,Gd,740,1165,1203,1323,2526,3
8688,7,2005,Gd,0,1616,1616,0,1616,3
3363,7,2004,Gd,0,976,976,732,1708,2
13173,9,2007,Ex,1572,1652,1652,0,1652,2
6955,7,2006,Gd,0,1368,1368,0,1368,2
8072,5,1995,Gd,746,990,990,0,990,2
12000,5,2005,TA,144,924,1122,0,1122,2
7153,6,1991,Gd,1200,1278,1294,0,1294,2
17500,7,2002,Gd,1406,1902,1902,0,1902,2
8814,7,2007,Gd,925,1274,1274,0,1274,2
9572,8,1990,Ex,482,1453,1453,1357,2810,2
14774,9,1999,Gd,0,1393,1422,1177,2599,3
8190,4,1954,TA,732,948,948,0,948,1
11075,6,1969,Fa,500,952,1092,1020,2112,2
10226,8,2008,Ex,0,1622,1630,0,1630,3
4230,7,2007,Ex,0,1352,1352,0,1352,2
14781,8,2002,Gd,0,1753,1787,0,1787,3
10215,4,1954,TA,492,864,948,0,948,1
8400,6,1957,TA,189,1478,1478,0,1478,2
6627,3,1950,,0,0,720,0,720,1
10186,7,1992,Gd,674,750,1061,862,1923,2
5330,4,1950,TA,280,420,708,0,708,0
9986,8,2007,Ex,0,1795,1795,0,1795,3
3636,4,1950,TA,0,796,796,0,796,0
4270,3,2006,TA,544,544,774,0,774,0
6600,5,2008,TA,641,816,816,0,816,1
10440,6,1950,Gd,493,1510,1584,1208,2792,2
9084,7,1998,Gd,0,935,955,677,1632,2
10000,8,2006,Gd,0,1588,1588,0,1588,3
10780,5,1976,TA,483,911,954,0,954,2
8877,4,1958,TA,690,816,816,0,816,1
7200,5,1995,TA,0,803,803,557,1360,1
2368,5,1970,TA,765,765,765,600,1365,2
9650,6,1977,Gd,686,1350,1334,0,1334,2
9246,5,1973,TA,0,1656,1656,0,1656,2
4118,4,1950,TA,0,693,693,0,693,0
13450,7,2002,Gd,700,916,920,941,1861,2
9560,5,1972,TA,360,864,864,0,864,1
8294,4,1971,TA,0,858,872,0,872,4
13695,6,2004,Gd,814,1114,1114,0,1114,2
9375,8,2002,Gd,0,1284,1284,885,2169,2
7558,6,1950,TA,0,896,1172,741,1913,2
11103,7,2006,Gd,0,728,728,728,1456,2
6000,4,1950,TA,250,960,960,0,960,1
20781,7,2003,TA,297,1568,2156,0,2156,2
15306,8,2007,Ex,80,1732,1776,0,1776,3
16196,7,1998,Gd,1443,1482,1494,0,1494,2
5250,8,1987,TA,259,684,938,1215,2358,0
11643,5,1969,TA,500,1248,1338,1296,2634,4
9247,6,1962,TA,319,858,858,858,1716,2
6000,6,2000,TA,0,698,786,390,1176,2
14720,8,1996,Gd,816,2033,2053,1185,3238,3
10316,7,2000,Gd,735,992,992,873,1865,3
10192,7,1992,TA,0,570,1222,698,1920,2
9477,5,1966,TA,340,864,892,0,892,1
12537,5,2008,TA,734,1078,1078,0,1078,2
2117,6,2000,Gd,378,756,769,804,1573,2
16737,9,2005,Ex,1447,1980,1980,0,1980,3
9842,5,1998,TA,0,612,990,1611,2601,2
16158,7,2005,Ex,1274,1530,1530,0,1530,2
12513,4,2007,TA,0,715,1281,457,1738,1
8499,6,2007,Gd,0,616,616,796,1412,2
3180,7,2005,Gd,0,600,520,600,1200,2
7500,7,2000,Gd,533,814,814,860,1674,2
9179,7,1999,Gd,633,873,882,908,1790,2
2665,5,1977,TA,548,757,925,550,1475,1
4435,6,2004,Gd,685,848,848,0,848,2
10635,8,2003,Gd,370,1657,1668,0,1668,2
5400,4,1950,TA,315,840,840,534,1374,1
9600,6,1996,TA,831,992,1661,0,1661,1
9750,7,1998,Gd,975,1108,1108,989,2097,2
11400,10,2002,Ex,1282,2633,2633,0,2633,3
10625,7,2005,Gd,0,1026,1026,932,1958,3
10991,8,2007,Gd,0,1571,1571,0,1571,3
6292,6,1950,Gd,384,768,790,0,790,1
10998,5,1960,TA,408,984,984,620,1604,2
1953,6,1973,TA,309,483,483,504,987,1
9735,5,2007,Gd,0,384,754,640,1394,2
8212,3,1950,TA,203,864,864,0,864,1
12925,6,1970,TA,865,1205,2117,0,2117,2
7200,7,1950,Fa,0,596,998,764,1762,2
25339,5,2007,TA,0,816,1416,0,1416,2
9060,6,1950,TA,204,560,698,560,1258,1
5436,4,2007,TA,735,796,796,358,1154,1
16692,7,1978,Gd,790,1392,1392,1392,2784,2
8520,6,1950,TA,168,714,1664,862,2526,1
14892,9,2007,Ex,1320,1746,1746,0,1746,3
6000,6,1950,TA,375,735,869,349,1218,2
9100,7,2000,Gd,1400,1525,1525,0,1525,2
8944,5,1967,TA,0,1584,1584,0,1584,3
7838,5,1967,TA,769,864,900,0,900,1
10800,6,2000,Fa,0,482,1221,691,1912,2
4045,7,2006,Gd,1070,1356,1500,0,1500,3
12665,8,2006,Gd,0,1094,1133,1349,2482,3
57200,5,1950,TA,353,747,1687,0,1687,2
6120,5,2004,TA,0,939,939,574,1513,1
7200,5,1982,TA,180,1208,1136,768,1904,1
6171,6,1990,TA,264,976,1160,448,1608,1
6000,6,1950,TA,0,862,950,208,1158,1
7415,6,2004,TA,759,839,864,729,1593,2
6762,7,2006,Gd,0,1286,1294,0,1294,2
15256,8,2007,Gd,929,1485,1464,0,1464,3
10410,3,1950,TA,0,672,694,520,1214,3
3842,8,2005,Ex,1373,1594,1646,0,1646,2
8445,5,2007,Gd,656,768,768,0,768,2
8780,5,1985,TA,625,833,833,0,833,0
7740,4,1950,Fa,0,622,741,622,1363,2
20544,7,1991,Gd,0,791,1236,857,2093,2
12420,7,2001,Gd,666,944,944,896,1840,2
9600,6,2005,TA,120,856,1112,556,1668,1
7200,4,1950,,0,0,1040,0,1040,2
10994,8,2006,Gd,976,1844,1844,0,1844,2
13053,6,2000,TA,0,833,1053,795,1848,2
3635,7,2007,Gd,988,1386,1569,0,1569,3
11340,4,1950,TA,0,777,1246,1044,2290,2
16545,8,1998,Gd,781,1284,1310,1140,2450,3
9204,5,1963,TA,25,1144,1144,0,1144,1
16381,6,1969,TA,1110,1844,1844,0,1844,2
11700,6,1968,TA,404,708,708,708,1416,2
4043,6,1977,Gd,360,1069,1069,0,1069,2
4435,6,2003,Gd,686,848,848,0,848,2
19690,6,1966,Gd,0,697,1575,626,2201,2
9503,5,1983,TA,457,1024,1344,0,1344,1
10721,6,1959,TA,0,1252,1252,0,1252,2
10944,7,1994,Gd,1000,1223,1223,904,2127,2
10930,5,1950,TA,580,913,1048,510,1558,1
7200,5,1992,TA,510,788,804,0,804,1
12546,6,1981,Gd,678,1440,1440,0,1440,2
21930,5,2005,Gd,0,732,734,1104,1838,2
4928,6,1976,Gd,958,958,958,0,958,2
10800,4,2007,TA,0,656,968,0,968,1
10261,6,2000,Gd,0,936,962,830,1792,2
17400,5,1977,TA,936,1126,1126,0,1126,2
8400,6,2005,TA,0,1319,1537,0,1537,2
9000,4,1971,TA,616,864,864,0,864,2
12444,8,2008,Ex,1336,1932,1932,0,1932,3
7407,6,1996,TA,600,912,1236,0,1236,2
11584,7,1979,TA,315,539,1040,685,1725,2
11526,6,1994,Ex,0,588,1423,748,2555,2
4426,6,2004,Gd,697,848,848,0,848,2
11003,10,2008,Ex,765,1017,1026,981,2007,3
8854,6,1950,TA,0,952,952,0,952,1
8500,7,2004,Gd,0,1422,1422,0,1422,2
8400,6,1966,TA,187,814,913,0,913,1
26142,5,1962,TA,593,1188,1188,0,1188,1
10000,8,1996,Gd,1079,1220,1220,870,2090,2
11767,4,2000,Fa,0,560,796,550,1346,1
1533,5,1970,Gd,553,630,630,0,630,0
9000,5,1974,Gd,0,896,896,896,1792,0
9262,8,2009,Gd,0,1573,1578,0,1578,3
3675,5,2005,Gd,547,547,1072,0,1072,2
17217,5,2006,Gd,0,1140,1140,0,1140,0
7500,7,2005,Gd,410,1221,1221,0,1221,2
7917,6,2000,Gd,0,953,953,694,1647,2
13175,6,1988,Gd,790,1542,2073,0,2073,2
9042,7,2006,TA,275,1152,1188,1152,2340,1
9717,5,1996,TA,49,1078,1078,0,1078,1
9937,5,1965,TA,830,1256,1256,0,1256,1
